aw_deep_link,product_name,aw_product_id,merchant_product_id,merchant_image_url,description,merchant_category,search_price,merchant_name,merchant_id,category_name,category_id,aw_image_url,currency,store_price,delivery_cost,merchant_deep_link,language,last_updated,display_price,data_feed_id
https://www.awin1.com/pclick.php?p=43857232954&a=90270&m=109004,"Como vs AC Pisa",43857232954,116531,https://www.footballticketnet.com/theme/images/venues/Buy-Stadio_Giuseppe_Sinigaglia-Football-Tickets-FootballTicketNet.png?v=1669579940,"Event Type: Football, Venue: Stadio Giuseppe Sinigaglia, Date: 2026-03-22, Time: 15:00:00",Football,81.09,"Football TicketNet US",109004,Football,271,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.footballticketnet.com%2Ftheme%2Fimages%2Fvenues%2FBuy-Stadio_Giuseppe_Sinigaglia-Football-Tickets-FootballTicketNet.png%3Fv%3D1669579940&feedId=113394&k=3f2de7501cbef13ae17370309fb2a1b6f2ad9622,USD,,,https://www.footballticketnet.com/italian-serie-a/como-vs-ac-pisa,,,USD81.09,113394
https://www.awin1.com/pclick.php?p=43857232958&a=90270&m=109004,"FC Nantes vs RC Strasbourg",43857232958,116308,https://www.footballticketnet.com/theme/images/venues/Buy-Stade_de_la_Beaujoire-Football-Tickets-FootballTicketNet.png?v=1548689214,"Event Type: Football, Venue: Stade de la Beaujoire, Date: 2026-03-22, Time: 15:00:00",Football,37.95,"Football TicketNet US",109004,Football,271,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.footballticketnet.com%2Ftheme%2Fimages%2Fvenues%2FBuy-Stade_de_la_Beaujoire-Football-Tickets-FootballTicketNet.png%3Fv%3D1548689214&feedId=113394&k=e3c86c97d1d5e28e7f5f6de54b6e0d5bc05ba8f0,USD,,,https://www.footballticketnet.com/french-ligue-1/fc-nantes-vs-rc-strasbourg,,,USD37.95,113394
https://www.awin1.com/pclick.php?p=43857232959&a=90270&m=109004,"Stade Rennais FC vs FC Metz",43857232959,116299,https://www.footballticketnet.com/theme/images/venues/Buy-Stade-de-la-Route-de-Lorient-Football-Tickets-FootballTicketNet.jpg,"Event Type: Football, Venue: Roazhon Park, Date: 2026-03-22, Time: 15:00:00",Football,87.29,"Football TicketNet US",109004,Football,271,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.footballticketnet.com%2Ftheme%2Fimages%2Fvenues%2FBuy-Stade-de-la-Route-de-Lorient-Football-Tickets-FootballTicketNet.jpg&feedId=113394&k=764005b0062c21aaecc5973c7bec6857e1c1adfe,USD,,,https://www.footballticketnet.com/french-ligue-1/stade-rennais-fc-vs-fc-metz,,,USD87.29,113394
https://www.awin1.com/pclick.php?p=43857232960&a=90270&m=109004,"OGC Nice vs Paris Saint-Germain",43857232960,116149,https://www.footballticketnet.com/theme/images/venues/Buy-Allianz-Riviera-Football-Tickets-FootballTicketNet.gif,"Event Type: Football, Venue: Allianz Riviera, Date: 2026-03-22, Time: 15:00:00",Football,107.53,"Football TicketNet US",109004,Football,271,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.footballticketnet.com%2Ftheme%2Fimages%2Fvenues%2FBuy-Allianz-Riviera-Football-Tickets-FootballTicketNet.gif&feedId=113394&k=77ece67f139c08f55a21415568a180ae33d529fe,USD,,,https://www.footballticketnet.com/french-ligue-1/ogc-nice-vs-paris-saint-germain,,,USD107.53,113394
https://www.awin1.com/pclick.php?p=43857232961&a=90270&m=109004,"Olympique Marseille vs Lille OSC",43857232961,116118,https://www.footballticketnet.com/theme/images/venues/Buy-Stade-Velodrome-Football-Tickets-FootballTicketNet.jpg,"Event Type: Football, Venue: Stade Velodrome, Date: 2026-03-22, Time: 15:00:00",Football,74.62,"Football TicketNet US",109004,Football,271,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.footballticketnet.com%2Ftheme%2Fimages%2Fvenues%2FBuy-Stade-Velodrome-Football-Tickets-FootballTicketNet.jpg&feedId=113394&k=d43aa3354e3ec7eab4432d89179f36eff3898afd,USD,,,https://www.footballticketnet.com/french-ligue-1/olympique-marseille-vs-lille-osc,,,USD74.62,113394
https://www.awin1.com/pclick.php?p=43857232962&a=90270&m=109004,"RC Lens vs Angers SCO",43857232962,116229,https://www.footballticketnet.com/theme/images/venues/Buy-Stade-Bollaert-Delelis-Football-Tickets-FootballTicketNet.gif,"Event Type: Football, Venue: Stade Bollaert-Delelis, Date: 2026-03-22, Time: 15:00:00",Football,82.23,"Football TicketNet US",109004,Football,271,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.footballticketnet.com%2Ftheme%2Fimages%2Fvenues%2FBuy-Stade-Bollaert-Delelis-Football-Tickets-FootballTicketNet.gif&feedId=113394&k=b6762f505c802101a80d09144124e1f226992e39,USD,,,https://www.footballticketnet.com/french-ligue-1/rc-lens-vs-angers-sco,,,USD82.23,113394
https://www.awin1.com/pclick.php?p=43857232963&a=90270&m=109004,"Genoa vs Udinese",43857232963,116592,https://www.footballticketnet.com/theme/images/venues/Buy-Stadio-Luigi-Ferraris-Football-Tickets-FootballTicketNet.JPG,"Event Type: Football, Venue: Stadio Luigi Ferraris, Date: 2026-03-22, Time: 15:00:00",Football,125.24,"Football TicketNet US",109004,Football,271,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.footballticketnet.com%2Ftheme%2Fimages%2Fvenues%2FBuy-Stadio-Luigi-Ferraris-Football-Tickets-FootballTicketNet.JPG&feedId=113394&k=e4d815f4f595fc0e36186c633e575f28a24792e6,USD,,,https://www.footballticketnet.com/italian-serie-a/genoa-vs-udinese,,,USD125.24,113394
https://www.awin1.com/pclick.php?p=43857232964&a=90270&m=109004,"AC Milan vs Torino",43857232964,116458,https://www.footballticketnet.com/theme/images/venues/Buy-Stadio-Giuseppe-Meazza-(San-Siro)-Football-Tickets-FootballTicketNet.jpg,"Event Type: Football, Venue: Giuseppe Meazza (San-Siro), Date: 2026-03-22, Time: 15:00:00",Football,37.91,"Football TicketNet US",109004,Football,271,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.footballticketnet.com%2Ftheme%2Fimages%2Fvenues%2FBuy-Stadio-Giuseppe-Meazza-%28San-Siro%29-Football-Tickets-FootballTicketNet.jpg&feedId=113394&k=3646ff02699ade5ee8042a9be86aa1d5eec6dd37,USD,,,https://www.footballticketnet.com/italian-serie-a/ac-milan-vs-torino,,,USD37.91,113394
https://www.awin1.com/pclick.php?p=43857232965&a=90270&m=109004,"Cagliari vs SSC Napoli",43857232965,116510,https://www.footballticketnet.com/theme/images/venues/Buy-Sardegna-Arena-Football-Tickets-FootballTicketNet.png,"Event Type: Football, Venue: Sardegna Arena, Date: 2026-03-22, Time: 15:00:00",Football,253,"Football TicketNet US",109004,Football,271,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.footballticketnet.com%2Ftheme%2Fimages%2Fvenues%2FBuy-Sardegna-Arena-Football-Tickets-FootballTicketNet.png&feedId=113394&k=21b3989972c76f06647b4bf2af70d768828e1c3c,USD,,,https://www.footballticketnet.com/italian-serie-a/cagliari-vs-ssc-napoli,,,USD253,113394
https://www.awin1.com/pclick.php?p=43857232968&a=90270&m=109004,"GD Estoril Praia vs Rio Ave",43857232968,117272,https://www.footballticketnet.com/theme/images/venues/Buy-Estadio-Antonio-Coimbra-da-Mota-Football-Tickets-FootballTicketNet.jpg,"Event Type: Football, Venue: Estadio Antonio Coimbra da Mota, Date: 2026-03-22, Time: 16:00:00",Football,94.88,"Football TicketNet US",109004,Football,271,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.footballticketnet.com%2Ftheme%2Fimages%2Fvenues%2FBuy-Estadio-Antonio-Coimbra-da-Mota-Football-Tickets-FootballTicketNet.jpg&feedId=113394&k=53c71abee88c982b179bd6f48f5c8a5cb00b692b,USD,,,https://www.footballticketnet.com/portuguese-liga-nos/gd-estoril-praia-vs-rio-ave,,,USD94.88,113394
